cntry,country,year,pop,unempl,gdp,gov_debt,date,imports,exports,debt_share_country,debt_share_year
MLT,Malta,1999,0.39,6.7,3.83509,2442,1999-01-01,4.39726,4.30897,0.63675167988235,0.510065726113217
NLD,Netherlands,1999,15.81,4.2,414838,242.9,1999-01-01,227729,249.9,0.585529773068041,0.510065726113217
AUT,Austria,1999,7.99,4.2,203.4183,135.1,1999-01-01,79.2083,80.2296,0.664148702452041,0.510065726113217
POL,Poland,1999,38.47,13.4,159.2672,63.1,1999-01-01,47.6162,38.4224,0.396189548130437,0.510065726113217
PRT,Portugal,1999,10.22,5.5,119.6392,61.1,1999-01-01,44.05271,31.67072,0.510702177881497,0.510065726113217
ROM,Romania,1999,22.47,7.1,33.9423,6.53,1999-01-01,10.93673,9.40374,0.192385312721884,0.510065726113217
SVN,Slovenia,1999,1.98,7.3,21.2075,4.92,1999-01-01,10.28169,9.36263,0.23199339856183,0.510065726113217
SVK,Slovakia,1999,5.4,16.5,19.49154,9.55,1999-01-01,10.11182,9.2543,0.489956155337136,0.510065726113217
FIN,Finland,1999,5.17,10.2,126923,55.9,1999-01-01,36343,47726,0.440424509348187,0.510065726113217
SWE,Sweden,1999,8.86,6.7,254.0844,160.7,1999-01-01,88.8572,104.2708,0.632467007026012,0.510065726113217
GBR,United Kingdom,1999,58.68,5.9,1550251,660.7,1999-01-01,392.6736,368.1281,0.426189049386196,0.510065726113217
BEL,Belgium,2000,10.25,6.9,258222,280.9,2000-01-01,178745,185552,1.08782365561416,0.48084126030731
BGR,Bulgaria,2000,8.17,16.4,14.3063,10.17,2000-01-01,5.98287,5.21814,0.710875628219735,0.48084126030731
CZE,Czech Republic,2000,10.26,8.8,66.6479,11.53,2000-01-01,33.4462,32.2107,0.172998699133806,0.48084126030731
DNK,Denmark,2000,5.34,4.3,178.0178,93.1,2000-01-01,67.9652,79.9113,0.522981409724196,0.48084126030731
DEU,Germany,2000,82.21,7.9,2116.48,1245.8,2000-01-01,646806,652501,0.588618838826731,0.48084126030731
EST,Estonia,2000,1.4,14.6,6.17077,316,2000-01-01,4.00344,3.80342,0.051209168385793,0.48084126030731
IRL,Ireland,2000,3.81,4.3,108.3827,39.1,2000-01-01,87.4093,102.4091,0.360758681966771,0.48084126030731
GRC,Greece,2000,10.81,11.2,142.9759,148.2,2000-01-01,49.60876,33.91156,1.03653832568985,0.48084126030731
ESP,Spain,2000,40.57,11.9,646.25,374.6,2000-01-01,204355,184932,0.579651837524178,0.48084126030731
FRA,France,2000,60.76,8.6,1485303,870.4,2000-01-01,402308,418461,0.586008376741985,0.48084126030731
HRV,Croatia,2000,4.4,15.6,23.58338,8.44,2000-01-01,9.32767,8.60912,0.357879150486487,0.48084126030731
ITA,Italy,2000,56.94,10,1239266,1302.5,2000-01-01,307.5454,317.9683,1.05102536501445,0.48084126030731
CYP,Cyprus,2000,0.69,4.8,10.8045,5.93,2000-01-01,7.29656,7.55919,0.548845388495534,0.48084126030731
LVA,Latvia,2000,2.37,14.3,8.60886,1.01,2000-01-01,3.86282,3.17517,0.117320992558829,0.48084126030731
LTU,Lithuania,2000,3.5,16.4,12.49131,2.91,2000-01-01,5.58719,4.81486,0.232961955151221,0.48084126030731
LUX,Luxembourg,2000,0.44,2.2,23.07942,1.5,2000-01-01,28.4953,34.2695,0.0649929677608883,0.48084126030731
HUN,Hungary,2000,10.21,6.3,51.2279,27.7,2000-01-01,36097,34.2306,0.540720974312826,0.48084126030731
MLT,Malta,2000,0.39,6.7,4.39488,2654,2000-01-01,5.56076,5.24458,0.603884520168924,0.48084126030731
NLD,Netherlands,2000,15.93,3.7,448061,232.1,2000-01-01,268653,297929,0.518009824555139,0.48084126030731
AUT,Austria,2000,8.01,3.9,213.1961,140.4,2000-01-01,89.6363,92.5905,0.658548631987171,0.48084126030731
POL,Poland,2000,38.26,16.1,186.3774,70.7,2000-01-01,62.5515,50.7486,0.379337838171366,0.48084126030731
PRT,Portugal,2000,10.29,5.1,128.4663,64.6,2000-01-01,50.40059,36.21575,0.502855612717109,0.48084126030731
ROM,Romania,2000,22.44,7.6,40.7972,7.53,2000-01-01,15.50171,13.34699,0.184571490200308,0.48084126030731
SVN,Slovenia,2000,1.99,6.7,21.92347,5.48,2000-01-01,11.7671,10.96297,0.249960430534035,0.48084126030731
SVK,Slovakia,2000,5.39,18.9,22.34685,10.75,2000-01-01,12.65585,12.08198,0.481052139339549,0.48084126030731
FIN,Finland,2000,5.18,9.8,136261,57.9,2000-01-01,44.84,57348,0.424919822986768,0.48084126030731
SWE,Sweden,2000,8.87,5.6,281.8597,136.7,2000-01-01,107.7534,124.2943,0.484993065698998,0.48084126030731
GBR,United Kingdom,2000,58.89,5.4,1773425,645.9,2000-01-01,476.3226,442.7874,0.364210496637862,0.48084126030731
BEL,Belgium,2001,10.29,6.6,265788,286,2001-01-01,179.87,188764,1.07604557015366,0.485336047641993
BGR,Bulgaria,2001,8.01,19.5,15.78437,10.27,2001-01-01,7.03018,5548,0.650643643046887,0.485336047641993
CZE,Czech Republic,2001,10.22,8.1,75.2214,18.27,2001-01-01,37.9059,36.9605,0.24288300935638,0.485336047641993
DNK,Denmark,2001,5.36,4.5,184.0464,89.5,2001-01-01,70.7749,83.9166,0.486290413721757,0.485336047641993
DEU,Germany,2001,82.35,7.8,2179.85,1258.7,2001-01-01,656.29,694733,0.57742505218249,0.485336047641993
EST,Estonia,2001,1.39,13,6.97637,333,2001-01-01,4.55592,4.27972,0.0477325600563044,0.485336047641993
IRL,Ireland,2001,3.87,3.9,121.9406,40.5,2001-01-01,97203,116.2545,0.332128921786509,0.485336047641993
GRC,Greece,2001,10.86,10.7,152.1938,163,2001-01-01,50.75851,34.68306,1.07100289236487,0.485336047641993
ESP,Spain,2001,40.85,10.6,699528,378.9,2001-01-01,211341,194904,0.541650941777884,0.485336047641993
FRA,France,2001,61.2,7.8,1544629,897.3,2001-01-01,409674,429317,0.580916194115221,0.485336047641993
HRV,Croatia,2001,4.3,16,25.96517,9.64,2001-01-01,10.95272,10.03877,0.371266585198556,0.485336047641993
ITA,Italy,2001,56.97,9,1298.89,1360.3,2001-01-01,317.9225,334.2272,1.04727883038594,0.485336047641993
CYP,Cyprus,2001,0.7,3.9,11.60293,6.57,2001-01-01,7.38413,7.91422,0.56623628686892,0.485336047641993
LVA,Latvia,2001,2.34,13.5,9.3615,1.31,2001-01-01,4.53452,3.56261,0.139934839502217,0.485336047641993
LTU,Lithuania,2001,3.47,17.4,13.68143,3.19,2001-01-01,6.77334,6.02566,0.233162761494961,0.485336047641993
LUX,Luxembourg,2001,0.44,1.9,23.77193,1.64,2001-01-01,29.4546,35.0492,0.0689889293801555,0.485336047641993
HUN,Hungary,2001,10.19,5.6,59.9531,32.44,2001-01-01,39.6387,38.9006,0.541089618385038,0.485336047641993
MLT,Malta,2001,0.39,7.6,4.5411,3,2001-01-01,5.00264,4927,0.66063288630508,0.485336047641993
NLD,Netherlands,2001,16.05,3.1,476696,234.5,2001-01-01,272494,304244,0.49192776947992,0.485336047641993
AUT,Austria,2001,8.04,4,220.0957,146.3,2001-01-01,94.5218,98367,0.664710850779911,0.485336047641993
POL,Poland,2001,38.25,18.3,212.4036,83.3,2001-01-01,65.5166,57.8372,0.392177910355568,0.485336047641993
PRT,Portugal,2001,10.36,5.1,135.8275,72.6,2001-01-01,51.12558,37.24934,0.534501481658722,0.485336047641993
ROM,Romania,2001,22.13,7.4,45.5035,10.92,2001-01-01,18.44699,14.99671,0.239981539881548,0.485336047641993
SVN,Slovenia,2001,1.99,6.2,23.24809,6.04,2001-01-01,12.27261,12.03063,0.259806289462919,0.485336047641993
SVK,Slovakia,2001,5.38,19.5,23.87163,11.67,2001-01-01,15.71252,13.79656,0.488864815682884,0.485336047641993
FIN,Finland,2001,5.19,9.1,144437,59.2,2001-01-01,44.13,57.36,0.409867277775085,0.485336047641993
SWE,Sweden,2001,8.9,5.8,267758,138.9,2001-01-01,100.4688,117.1547,0.518752007409676,0.485336047641993
GBR,United Kingdom,2001,59.12,5,1801932,637,2001-01-01,489128,447.1452,0.353509455406752,0.485336047641993
BEL,Belgium,2002,10.33,7.5,275065,288,2002-01-01,178.27,193411,1.04702524857761,0.474389850478054
BGR,Bulgaria,2002,7.84,18.2,17.34354,8.89,2002-01-01,7.27483,5.88094,0.512582782984327,0.474389850478054
CZE,Czech Republic,2002,10.2,7.3,86.8286,21.96,2002-01-01,40.3957,39.2834,0.252912058929892,0.474389850478054
DNK,Denmark,2002,5.38,4.6,189.7945,93.2,2002-01-01,73.8152,86.8199,0.49105743317114,0.474389850478054
DEU,Germany,2002,82.49,8.6,2209.29,1312.4,2002-01-01,622997,719655,0.594036998311675,0.474389850478054
EST,Estonia,2002,1.38,11.2,7.77384,443,2002-01-01,5.11302,4.53365,0.0569859940518457,0.474389850478054
IRL,Ireland,2002,3.93,4.5,135.9505,41.5,2002-01-01,99.6456,123.0087,0.305258163816978,0.474389850478054
GRC,Greece,2002,10.9,10.3,163.4608,171.4,2002-01-01,49.42423,32.87663,1.04856944294901,0.474389850478054
ESP,Spain,2002,41.43,11.5,749288,384.1,2002-01-01,213.59,198.39,0.512619980568219,0.474389850478054
FRA,France,2002,61.64,7.9,1594259,956.8,2002-01-01,404555,431084,0.600153425509908,0.474389850478054
HRV,Croatia,2002,4.31,15.3,28.54171,10.36,2002-01-01,13.00004,10.75208,0.362977551099776,0.474389850478054
ITA,Italy,2002,57.06,8.5,1345794,1371.7,2002-01-01,319.3063,329.3452,1.01924960283669,0.474389850478054
CYP,Cyprus,2002,0.71,3.5,12.08295,7.25,2002-01-01,7.39912,7.5404,0.60001903508663,0.474389850478054
LVA,Latvia,2002,2.31,12.5,10.15661,1.26,2002-01-01,4.74502,3.7153,0.124057141113029,0.474389850478054
LTU,Lithuania,2002,3.44,13.8,15.17302,3.37,2002-01-01,8.0444,7.18323,0.222104762268817,0.474389850478054
LUX,Luxembourg,2002,0.45,2.6,25.09471,1.7,2002-01-01,29.3303,35.6256,0.0677433610509944,0.474389850478054
HUN,Hungary,2002,10.16,5.6,71.7061,40.52,2002-01-01,43108,41.6652,0.565084420990683,0.474389850478054
MLT,Malta,2002,0.4,7.4,4.73721,2926,2002-01-01,5.07961,5.2879,0.617663139273961,0.474389850478054
NLD,Netherlands,2002,16.15,3.7,494501,240.1,2002-01-01,266831,300413,0.485539968574381,0.474389850478054
AUT,Austria,2002,8.08,4.4,226.3027,150.5,2002-01-01,94.2566,102536,0.665038463968835,0.474389850478054
POL,Poland,2002,38.23,20,210.1448,84.2,2002-01-01,67.5957,60.4339,0.400676105237912,0.474389850478054
PRT,Portugal,2002,10.42,6.2,142.6314,80.1,2002-01-01,50.22837,38.43282,0.561587420441782,0.474389850478054
ROM,Romania,2002,21.73,8.3,48.8109,10.76,2002-01-01,19.92695,17.19334,0.220442565082799,0.474389850478054
SVN,Slovenia,2002,1.99,6.3,25.05073,6.71,2002-01-01,12.81835,13.06585,0.267856465659883,0.474389850478054
SVK,Slovakia,2002,5.38,18.8,26.30563,11.6,2002-01-01,17.02336,15.12111,0.440970240971229,0.474389850478054
FIN,Finland,2002,5.2,9.1,148289,59.7,2002-01-01,44.79,57.96,0.402592235432163,0.474389850478054
SWE,Sweden,2002,8.93,6,280.5213,141,2002-01-01,100.3523,118.0716,0.502635628738353,0.474389850478054
GBR,United Kingdom,2002,59.37,5.1,1864812,625.6,2002-01-01,497.7105,445.3197,0.33547617668698,0.474389850478054
BEL,Belgium,2003,10.38,8.2,282637,285.8,2003-01-01,179175,193878,1.01119103302115,0.474680929200206
BGR,Bulgaria,2003,7.78,13.7,18.65389,8.13,2003-01-01,8.38342,6.46976,0.435834027111771,0.474680929200206
CZE,Czech Republic,2003,10.19,7.8,87.96,24.33,2003-01-01,42455,41.3955,0.276603001364256,0.474680929200206
DNK,Denmark,2003,5.39,5.4,193.3536,89.1,2003-01-01,71.6999,84.8385,0.460813762971054,0.474680929200206
DEU,Germany,2003,82.53,9.7,2220.08,1400.3,2003-01-01,642217,723557,0.630743036286981,0.474680929200206
EST,Estonia,2003,1.37,10.3,8.70888,0.49,2003-01-01,5.73762,4.99851,0.0562644105786278,0.474680929200206
IRL,Ireland,2003,4,4.6,145.5566,43.6,2003-01-01,95.6297,117.6847,0.299539835363013,0.474680929200206
GRC,Greece,2003,10.93,9.7,178.9049,181.5,2003-01-01,53.0372,33.17717,1.01450547190155,0.474680929200206
ESP,Spain,2003,42.19,11.5,803472,382.8,2003-01-01,222273,204462,0.476432283887926,0.474680929200206
FRA,France,2003,62.08,8.5,1637438,1050.3,2003-01-01,401518,419362,0.641428866314328,0.474680929200206
HRV,Croatia,2003,4.31,14.1,30.70281,11.59,2003-01-01,14.22431,11.94036,0.37748987796231,0.474680929200206
ITA,Italy,2003,57.31,8.4,1390.71,1397.5,2003-01-01,318.5824,324.88,1.00488239819948,0.474680929200206
CYP,Cyprus,2003,0.72,4.1,12.87137,8.09,2003-01-01,7.23915,7.43475,0.628526722485641,0.474680929200206
LVA,Latvia,2003,2.29,11.6,10.47934,1.39,2003-01-01,5.09946,3.78501,0.132641941190953,0.474680929200206
LTU,Lithuania,2003,3.42,12.4,16.66872,3.4,2003-01-01,8.66045,7.6959,0.20397487029598,0.474680929200206
LUX,Luxembourg,2003,0.45,3.8,26.18779,1.79,2003-01-01,30.1686,36.3749,0.0683524650228217,0.474680929200206
HUN,Hungary,2003,10.13,5.8,75.2207,41.84,2003-01-01,45.4122,42.4487,0.556229867576345,0.474680929200206
MLT,Malta,2003,0.4,7.7,4.79465,3.27,2003-01-01,5.1232,5.16485,0.682010157154328,0.474680929200206
NLD,Netherlands,2003,16.23,4.8,506671,251.8,2003-01-01,268259,302.53,0.496969433814053,0.474680929200206
AUT,Austria,2003,8.12,4.8,230.9992,151.9,2003-01-01,96.8158,102.9802,0.657578034902285,0.474680929200206
POL,Poland,2003,38.2,19.8,192.2753,83.8,2003-01-01,69.3076,64.2032,0.43583341177988,0.474680929200206
PRT,Portugal,2003,10.46,7.4,146.1583,85.7,2003-01-01,49.23569,39.09984,0.586350552791049,0.474680929200206
ROM,Romania,2003,21.57,7.7,52.9316,10.31,2003-01-01,22.21517,18.28412,0.194779677923962,0.474680929200206
SVN,Slovenia,2003,2,6.7,26.30309,6.94,2003-01-01,13.4705,13.38718,0.263847327443278,0.474680929200206
SVK,Slovakia,2003,5.37,17.7,30.06453,12.6,2003-01-01,19.2684,18.69799,0.419098519085447,0.474680929200206
FIN,Finland,2003,5.21,9,151569,64.9,2003-01-01,46.64,56484,0.428187822048044,0.474680929200206
SWE,Sweden,2003,8.96,6.6,293.4436,146.4,2003-01-01,102423,121.0288,0.498903366779851,0.474680929200206
GBR,United Kingdom,2003,59.65,5,1795464,632.1,2003-01-01,467.5869,423676,0.352053842349387,0.474680929200206
BEL,Belgium,2018,11.43,6,460.0508,459.4,2018-01-01,383.7521,382.2085,0.998585373615262,0.662541897465632
BEL,Belgium,2019,11.49,5.5,478.6762,467.3,2019-01-01,391.4089,394.4157,0.976234038792821,0.642670099975686
BEL,Belgium,2020,11.54,5.8,460.5352,515.2,2020-01-01,353.0793,362.2934,1.11869841870936,0.763172951950267
BEL,Belgium,2021,11.59,6.3,508.0612,548.4,2021-01-01,437.6317,446.5929,1.07939752140097,0.733612467515806
BEL,Belgium,2022,11.68,5.6,554.2137,577.9,2022-01-01,539.4212,530.3949,1.04273856817325,0.685199845303866
BEL,Belgium,2023,11.76,5.5,584.6989,614.9,2023-01-01,512.2769,506.8242,1.05165239749895,0.66954766199418
BGR,Bulgaria,2018,7.03,6.2,56.1998,12.43,2018-01-01,35.51383,36.92862,0.221175164324428,0.662541897465632
BGR,Bulgaria,2019,6.98,5.2,61.5308,12.31,2019-01-01,37.37582,39.34619,0.200062407769767,0.642670099975686
BGR,Bulgaria,2020,6.93,6.1,61.6077,15.13,2020-01-01,33.39004,34.58092,0.245586184843778,0.763172951950267
BGR,Bulgaria,2021,6.88,5.3,71.0601,17.01,2021-01-01,42.33306,43.6317,0.239374839044696,0.733612467515806
BGR,Bulgaria,2022,6.47,4.2,85.8007,19.35,2022-01-01,59.19288,59.36893,0.225522635596213,0.685199845303866
BGR,Bulgaria,2023,6.44,4.3,93.9465,21.67,2023-01-01,54.22342,57.19725,0.230663196606579,0.66954766199418
CZE,Czech Republic,2018,10.63,2.2,210.9705,67.4,2018-01-01,149.7995,162.3282,0.319475945689089,0.662541897465632
CZE,Czech Republic,2019,10.67,2,225.6095,68.5,2019-01-01,153.1691,166.6798,0.303621966273583,0.642670099975686
CZE,Czech Republic,2020,10.7,2.6,215.8047,81.9,2020-01-01,136.3876,150.9527,0.379509806783634,0.763172951950267
CZE,Czech Republic,2021,10.7,2.8,238.2631,103.3,2021-01-01,166.2285,173.2846,0.43355433552237,0.733612467515806
CZE,Czech Republic,2022,10.69,2.2,276.2815,124.3,2022-01-01,208.5116,211.2236,0.449903449923357,0.685199845303866
CZE,Czech Republic,2023,10.71,2.6,305.9629,130.6,2023-01-01,204.73,220.3261,0.426849137591518,0.66954766199418
DNK,Denmark,2018,5.79,5.1,302.33,102.6,2018-01-01,152.4203,170.9973,0.339364270829888,0.662541897465632
DNK,Denmark,2019,5.81,5,309.5279,104.2,2019-01-01,159.6472,181.5294,0.336641704996545,0.642670099975686
DNK,Denmark,2020,5.83,5.6,311.3557,131.9,2020-01-01,151.4312,171.6186,0.423631235914422,0.763172951950267
DNK,Denmark,2021,5.86,5.1,342.9604,123.5,2021-01-01,178.3712,201.3279,0.360099883251827,0.733612467515806
DNK,Denmark,2022,5.9,4.5,380.6196,113.6,2022-01-01,224.2507,266.4809,0.298460720362272,0.685199845303866
DNK,Denmark,2023,5.95,5.1,373753,109.5,2023-01-01,222168,257.9232,0.292974236996091,0.66954766199418
DEU,Germany,2018,82.91,3.2,3365.45,2083.7,2018-01-01,1386936,1592156,0.619144542334606,0.662541897465632
DEU,Germany,2019,83.09,3,3474.11,2069.9,2019-01-01,1431014,1637264,0.595807271502629,0.642670099975686
DEU,Germany,2020,83.16,3.7,3403.73,2340.8,2020-01-01,1282198,1479839,0.68771612319426,0.763172951950267
DEU,Germany,2021,83.2,3.7,3617.45,2495.5,2021-01-01,1515045,1710313,0.689850585357089,0.733612467515806
DEU,Germany,2022,83.8,3.1,3876.81,2561.7,2022-01-01,1897947,1974224,0.660775224991681,0.685199845303866
DEU,Germany,2023,84.54,3.1,4121.16,2622.7,2023-01-01,1770998,1942519,0.636398489745606,0.66954766199418
EST,Estonia,2018,1.32,5.4,25.93218,2.13,2018-01-01,18.5665,19.2738,0.0821373289866105,0.662541897465632
EST,Estonia,2019,1.33,4.5,27.95102,2.37,2019-01-01,19.36897,20.50474,0.084791181144731,0.642670099975686
EST,Estonia,2020,1.33,6.9,27.42998,5.09,2020-01-01,19.13639,18.98457,0.185563387213552,0.763172951950267
EST,Estonia,2021,1.33,6.2,31.16897,5.53,2021-01-01,25.3317,25.01905,0.177420043074891,0.733612467515806
EST,Estonia,2022,1.35,5.6,36.01114,6.66,2022-01-01,31.08172,30.89098,0.184942770487133,0.685199845303866
EST,Estonia,2023,1.38,6.4,37.68245,7.37,2023-01-01,29.30838,29.53525,0.195581762863083,0.66954766199418
IRL,Ireland,2018,4.87,5.8,327.4414,205.8,2018-01-01,307.9853,401.0533,0.628509406568626,0.662541897465632
IRL,Ireland,2019,4.93,5,356.3574,203.4,2019-01-01,443633,456.1526,0.570775294690106,0.642670099975686
IRL,Ireland,2020,4.99,5.9,375.2497,217.9,2020-01-01,428237,498.8537,0.580680011203207,0.763172951950267
IRL,Ireland,2021,5.03,6.2,434.0697,236.1,2021-01-01,406.5733,580.5221,0.543921863239936,0.733612467515806
IRL,Ireland,2022,5.17,4.5,506.2824,224.7,2022-01-01,492.0031,694.0513,0.443823447151234,0.685199845303866
IRL,Ireland,2023,5.35,4.3,504.6197,220.7,2023-01-01,507.7095,676.8772,0.437359064657999,0.66954766199418
GRC,Greece,2018,10.73,19.7,179.5577,334.7,2018-01-01,73.9008,70.0148,1.86402476752598,0.662541897465632
GRC,Greece,2019,10.72,17.9,183.3474,331.1,2019-01-01,76.5937,73.5421,1.8058614411767,0.642670099975686
GRC,Greece,2020,10.7,17.6,165.0157,341.6,2020-01-01,65637,52.9108,2.07010605657522,0.763172951950267
GRC,Greece,2021,10.57,14.7,181.5004,353.9,2021-01-01,88.4163,74.3095,1.94985796174554,0.733612467515806
GRC,Greece,2022,10.51,12.5,206.6204,356.8,2022-01-01,121.6167,101.5267,1.72683820184261,0.685199845303866
GRC,Greece,2023,10.46,11.1,220.3026,356.7,2023-01-01,109.7017,98.8465,1.61913658758453,0.66954766199418
ESP,Spain,2018,46.8,15.3,1203859,1208.9,2018-01-01,390.41,423097,1.00418736745748,0.662541897465632
ESP,Spain,2019,47.13,14.1,1245513,1223.4,2019-01-01,398153,434.77,0.982245869774141,0.642670099975686
ESP,Spain,2020,47.37,15.5,1119.01,1345.8,2020-01-01,328.32,344423,1.20267021742433,0.763172951950267
ESP,Spain,2021,47.42,14.9,1222.29,1428.1,2021-01-01,405982,417735,1.1683806625269,0.733612467515806
ESP,Spain,2022,47.76,13,1346377,1502.8,2022-01-01,534006,550319,1.11618068341928,0.685199845303866
ESP,Spain,2023,48.17,12.2,1461889,1573.8,2023-01-01,509212,569493,1.07655232374004,0.66954766199418
FRA,France,2018,67.1,9,2363306,2319.8,2018-01-01,773375,749491,0.981591042378769,0.662541897465632
FRA,France,2019,67.25,8.4,2437635,2386.1,2019-01-01,793436,770099,0.978858606805367,0.642670099975686
FRA,France,2020,67.49,8,2317832,2662.1,2020-01-01,682704,633411,1.14853017820101,0.763172951950267
FRA,France,2021,67.76,7.9,2502118,2826.7,2021-01-01,798609,751511,1.12972289876017,0.733612467515806
FRA,France,2022,68.02,7.3,2639092,2953.6,2022-01-01,1017725,915406,1.11917280640463,0.685199845303866
FRA,France,2023,68.26,7.3,2803.1,3101.4,2023-01-01,978217,916037,1.10641789447398,0.66954766199418
HRV,Croatia,2018,4.09,8.5,53.20182,38.66,2018-01-01,26.49596,26.04547,0.726666869667241,0.662541897465632
HRV,Croatia,2019,4.07,6.6,56.13139,39.42,2019-01-01,28.38232,28.15727,0.702280844996,0.642670099975686
HRV,Croatia,2020,4.05,7.5,50.94666,43.78,2020-01-01,24.47613,20.93611,0.859330130768141,0.763172951950267
HRV,Croatia,2021,3.95,7.6,58.89838,45.74,2021-01-01,30.67392,29.06864,0.776591817975299,0.733612467515806
HRV,Croatia,2022,3.9,7,68.37011,46.33,2022-01-01,44.43244,40.22704,0.677635299987085,0.685199845303866
HRV,Croatia,2023,3.9,6.1,76.46814,48.18,2023-01-01,42.74262,41.31237,0.630066325661903,0.66954766199418
ITA,Italy,2018,60.15,10.6,1771391,2382,2018-01-01,512.8177,555.3941,1.34470594013405,0.662541897465632
ITA,Italy,2019,59.73,9.9,1796649,2410.9,2019-01-01,508.0304,567.7844,1.34188703525285,0.642670099975686
ITA,Italy,2020,59.44,9.3,1661.24,2574.2,2020-01-01,429.1552,488.9407,1.54956538489321,0.763172951950267
ITA,Italy,2021,59.13,9.5,1821935,2680.6,2021-01-01,545.7611,585.0763,1.47129288366489,0.733612467515806
ITA,Italy,2022,59.01,8.1,1962846,2758.2,2022-01-01,748.5742,716584,1.40520448369358,0.685199845303866
ITA,Italy,2023,58.99,7.7,2085376,2863.4,2023-01-01,702.2127,731.0189,1.37308571691628,0.66954766199418
CYP,Cyprus,2018,0.87,8.4,21.6751,21.34,2018-01-01,15.9443,16.2492,0.984539863714585,0.662541897465632
CYP,Cyprus,2019,0.88,7.1,23.1779,21.57,2019-01-01,17.4893,17.7282,0.930627882595058,0.642670099975686
CYP,Cyprus,2020,0.89,7.6,22.0866,25.38,2020-01-01,18.1217,17.82,1.14911303686398,0.763172951950267
CYP,Cyprus,2021,0.9,7.5,24.9276,24.74,2021-01-01,21.3008,22.2876,0.992474205298544,0.733612467515806
CYP,Cyprus,2022,0.91,6.8,27777,23.78,2022-01-01,26.3103,26.3986,0.856103970911186,0.685199845303866
CYP,Cyprus,2023,0.93,6.1,29.8072,23.04,2023-01-01,26.9073,26.6337,0.772967605142382,0.66954766199418
LVA,Latvia,2018,1.93,7.4,29.15356,10.78,2018-01-01,18123,17.91747,0.369766162348612,0.662541897465632
LVA,Latvia,2019,1.91,6.3,30.57287,11.21,2019-01-01,18.56449,18.35015,0.366664954909369,0.642670099975686
LVA,Latvia,2020,1.9,8.1,30.10946,12.87,2020-01-01,17.89887,18.29189,0.427440412415234,0.763172951950267
LVA,Latvia,2021,1.88,7.6,33.34893,14.81,2021-01-01,22.5915,21.54049,0.444092209255289,0.733612467515806
LVA,Latvia,2022,1.88,6.9,38.38619,16.04,2022-01-01,29.74175,27.98105,0.41785861008868,0.685199845303866
LVA,Latvia,2023,1.87,6.5,40.34805,17.58,2023-01-01,27.40056,25.8468,0.435708788900579,0.66954766199418
LTU,Lithuania,2018,2.8,6.2,45.51523,15.32,2018-01-01,33.40334,34.22991,0.336590631311761,0.662541897465632
LTU,Lithuania,2019,2.79,6.3,48.95916,17.53,2019-01-01,35.21735,37.81807,0.358053528696162,0.642670099975686
LTU,Lithuania,2020,2.79,8.5,49.87317,23.06,2020-01-01,31.82633,36.45633,0.462372854983952,0.763172951950267
LTU,Lithuania,2021,2.8,7.1,56.47811,24.54,2021-01-01,42.68085,45.21977,0.434504624889183,0.733612467515806
LTU,Lithuania,2022,2.83,6,67.43654,25.67,2022-01-01,59.88804,58.53425,0.380654167607057,0.685199845303866
LTU,Lithuania,2023,2.87,6.9,71.98618,27.56,2023-01-01,53.73989,56.50515,0.382851263950942,0.66954766199418
LUX,Luxembourg,2018,0.61,5.6,60.12116,12.57,2018-01-01,99.1534,118.7401,0.209077802224708,0.662541897465632
LUX,Luxembourg,2019,0.62,5.6,62.43153,13.96,2019-01-01,109.84,128866,0.223604963709843,0.642670099975686
LUX,Luxembourg,2020,0.63,6.8,64.52427,15.88,2020-01-01,109.1435,131.0619,0.246108944742808,0.763172951950267
LUX,Luxembourg,2021,0.64,5.3,72.36086,17.73,2021-01-01,130.1906,154.2898,0.245021963531113,0.733612467515806
LUX,Luxembourg,2022,0.65,4.6,77529,19.18,2022-01-01,137.4089,163.8019,0.247391298739826,0.685199845303866
LUX,Luxembourg,2023,0.67,5.2,79.30962,20.36,2023-01-01,144.0977,168.5572,0.256715389633691,0.66954766199418
HUN,Hungary,2018,9.78,3.6,136.0555,93.4,2018-01-01,108.1712,113.9538,0.686484559609865,0.662541897465632
HUN,Hungary,2019,9.77,3.3,146556,94.2,2019-01-01,116104,119.4867,0.642757717186604,0.642670099975686
HUN,Hungary,2020,9.75,4.1,137.9205,105.5,2020-01-01,105.8506,108509,0.764933421790089,0.763172951950267
HUN,Hungary,2021,9.71,4.1,154.0053,114.7,2021-01-01,122.8148,123.1136,0.744779562781281,0.733612467515806
HUN,Hungary,2022,9.68,3.6,168.7709,121.8,2022-01-01,160.0888,152.5948,0.721688395333556,0.685199845303866
HUN,Hungary,2023,9.59,4.1,196.39,144,2023-01-01,149.4372,159.4769,0.733234889760171,0.66954766199418
MLT,Malta,2018,0.48,4,13.04402,5.66,2018-01-01,18.52162,20.96213,0.433915311384067,0.662541897465632
MLT,Malta,2019,0.5,4.1,14.29649,5.72,2019-01-01,20.78022,23.42024,0.400098205923272,0.642670099975686
MLT,Malta,2020,0.52,4.9,13.35147,6.97,2020-01-01,21.25545,23.20518,0.52203989523251,0.763172951950267
MLT,Malta,2021,0.52,3.8,15.3235,8.26,2021-01-01,22.75621,25.46417,0.539041341730022,0.733612467515806
MLT,Malta,2022,0.53,3.5,17.43231,9,2022-01-01,26.61616,28.93539,0.516282695752886,0.685199845303866
